shipment_id,order_id,origin_warehouse_id,destination_city,destination_country,carrier,mode,status,shipped_at,estimated_delivery_at,actual_delivery_at,raw_payload
SHP-000455,ORD-000455,WH-SA-001,Switzerland,Switzerland,DB Schenker,Air Freight,DELIVERED,2026-08-31T06:27:20.247341,2026-09-07T06:27:20.247341,2026-09-07T06:27:20.247341,"{""shipment_id"": ""SHP-000455"", ""carrier"": ""DB Schenker"", ""status"": ""DELIVERED""}"
SHP-000456,ORD-000456,WH-AP-002,Germany,Germany,UPS Supply Chain,Rail Express,CUSTOMS_HOLD,2026-08-13T01:27:20.247341,2026-08-20T01:27:20.247341,,"{""shipment_id"": ""SHP-000456"", ""carrier"": ""UPS Supply Chain"", ""status"": ""CUSTOMS_HOLD""}"
SHP-000457,ORD-000457,WH-AP-001,USA,USA,UPS Supply Chain,Rail Express,DELIVERED,2026-08-26T03:27:20.247341,2026-09-02T03:27:20.247341,2026-09-03T03:27:20.247341,"{""shipment_id"": ""SHP-000457"", ""carrier"": ""UPS Supply Chain"", ""status"": ""DELIVERED""}"
SHP-000458,ORD-000458,WH-US-001,UK,UK,FedEx Express Air,Rail Express,CUSTOMS_HOLD,2026-07-23T14:27:20.247341,2026-07-29T14:27:20.247341,,"{""shipment_id"": ""SHP-000458"", ""carrier"": ""FedEx Express Air"", ""status"": ""CUSTOMS_HOLD""}"
SHP-000459,ORD-000459,WH-US-002,Germany,Germany,FedEx Express Air,Sea Freight,DELIVERED,2026-08-19T18:27:20.247341,2026-08-29T18:27:20.247341,2026-08-31T18:27:20.247341,"{""shipment_id"": ""SHP-000459"", ""carrier"": ""FedEx Express Air"", ""status"": ""DELIVERED""}"
SHP-000460,ORD-000460,WH-AP-001,UK,UK,FedEx Express Air,Sea Freight,DELIVERED,2026-08-24T10:27:20.247341,2026-08-29T10:27:20.247341,2026-08-29T10:27:20.247341,"{""shipment_id"": ""SHP-000460"", ""carrier"": ""FedEx Express Air"", ""status"": ""DELIVERED""}"
SHP-000461,ORD-000461,WH-AP-002,Japan,Japan,Maersk Ocean,Sea Freight,DELIVERED,2026-07-28T06:27:20.247341,2026-08-06T06:27:20.247341,2026-08-06T06:27:20.247341,"{""shipment_id"": ""SHP-000461"", ""carrier"": ""Maersk Ocean"", ""status"": ""DELIVERED""}"
SHP-000462,ORD-000462,WH-AU-001,Japan,Japan,UPS Supply Chain,Rail Express,IN_TRANSIT,2026-07-28T05:27:20.247341,2026-08-07T05:27:20.247341,,"{""shipment_id"": ""SHP-000462"", ""carrier"": ""UPS Supply Chain"", ""status"": ""IN_TRANSIT""}"
SHP-000463,ORD-000463,WH-AP-001,Germany,Germany,DB Schenker,Road Truckload,DELIVERED,2026-08-10T22:27:20.247341,2026-08-15T22:27:20.247341,2026-08-15T22:27:20.247341,"{""shipment_id"": ""SHP-000463"", ""carrier"": ""DB Schenker"", ""status"": ""DELIVERED""}"
SHP-000464,ORD-000464,WH-EU-001,Japan,Japan,Maersk Ocean,Road Truckload,DELIVERED,2026-08-19T13:27:20.247341,2026-08-29T13:27:20.247341,2026-08-29T13:27:20.247341,"{""shipment_id"": ""SHP-000464"", ""carrier"": ""Maersk Ocean"", ""status"": ""DELIVERED""}"
SHP-000465,ORD-000465,WH-AP-002,Japan,Japan,Kuehne + Nagel,Air Freight,DELIVERED,2026-08-05T11:27:20.247341,2026-08-12T11:27:20.247341,2026-08-13T11:27:20.247341,"{""shipment_id"": ""SHP-000465"", ""carrier"": ""Kuehne + Nagel"", ""status"": ""DELIVERED""}"
SHP-000466,ORD-000466,WH-AP-003,USA,USA,Cosco Shipping,Sea Freight,DELIVERED,2026-08-29T05:27:20.247341,2026-09-01T05:27:20.247341,2026-09-02T05:27:20.247341,"{""shipment_id"": ""SHP-000466"", ""carrier"": ""Cosco Shipping"", ""status"": ""DELIVERED""}"
SHP-000467,ORD-000467,WH-EU-001,USA,USA,Maersk Ocean,Rail Express,IN_TRANSIT,2026-08-23T19:27:20.247341,2026-08-29T19:27:20.247341,,"{""shipment_id"": ""SHP-000467"", ""carrier"": ""Maersk Ocean"", ""status"": ""IN_TRANSIT""}"
SHP-000468,ORD-000468,WH-AU-001,Switzerland,Switzerland,UPS Supply Chain,Sea Freight,DELIVERED,2026-08-07T23:27:20.247341,2026-08-12T23:27:20.247341,2026-08-12T23:27:20.247341,"{""shipment_id"": ""SHP-000468"", ""carrier"": ""UPS Supply Chain"", ""status"": ""DELIVERED""}"
SHP-000469,ORD-000469,WH-ME-001,Switzerland,Switzerland,FedEx Express Air,Sea Freight,DELIVERED,2026-08-14T11:27:20.247341,2026-08-18T11:27:20.247341,2026-08-18T23:27:20.247341,"{""shipment_id"": ""SHP-000469"", ""carrier"": ""FedEx Express Air"", ""status"": ""DELIVERED""}"
SHP-000470,ORD-000470,WH-SA-001,Japan,Japan,UPS Supply Chain,Sea Freight,DELIVERED,2026-07-21T04:27:20.247341,2026-07-24T04:27:20.247341,2026-07-24T04:27:20.247341,"{""shipment_id"": ""SHP-000470"", ""carrier"": ""UPS Supply Chain"", ""status"": ""DELIVERED""}"
SHP-000471,ORD-000471,WH-SA-001,Australia,Australia,Cosco Shipping,Sea Freight,DELIVERED,2026-09-04T01:27:20.247341,2026-09-10T01:27:20.247341,2026-09-10T13:27:20.247341,"{""shipment_id"": ""SHP-000471"", ""carrier"": ""Cosco Shipping"", ""status"": ""DELIVERED""}"
SHP-000472,ORD-000472,WH-EU-002,UK,UK,Maersk Ocean,Air Freight,DELIVERED,2026-08-14T02:27:20.247341,2026-08-23T02:27:20.247341,2026-08-24T02:27:20.247341,"{""shipment_id"": ""SHP-000472"", ""carrier"": ""Maersk Ocean"", ""status"": ""DELIVERED""}"
SHP-000473,ORD-000473,WH-US-002,Germany,Germany,DHL Supply Chain,Air Freight,DELIVERED,2026-08-04T23:27:20.247341,2026-08-11T23:27:20.247341,2026-08-12T11:27:20.247341,"{""shipment_id"": ""SHP-000473"", ""carrier"": ""DHL Supply Chain"", ""status"": ""DELIVERED""}"
SHP-000474,ORD-000474,WH-AP-002,USA,USA,Cosco Shipping,Sea Freight,DELIVERED,2026-08-17T21:27:20.247341,2026-08-24T21:27:20.247341,2026-08-24T21:27:20.247341,"{""shipment_id"": ""SHP-000474"", ""carrier"": ""Cosco Shipping"", ""status"": ""DELIVERED""}"
SHP-000475,ORD-000475,WH-EU-001,USA,USA,DB Schenker,Road Truckload,DELIVERED,2026-08-04T03:27:20.247341,2026-08-10T03:27:20.247341,2026-08-11T03:27:20.247341,"{""shipment_id"": ""SHP-000475"", ""carrier"": ""DB Schenker"", ""status"": ""DELIVERED""}"
SHP-000476,ORD-000476,WH-ME-001,Switzerland,Switzerland,UPS Supply Chain,Road Truckload,IN_TRANSIT,2026-08-01T09:27:20.247341,2026-08-04T09:27:20.247341,,"{""shipment_id"": ""SHP-000476"", ""carrier"": ""UPS Supply Chain"", ""status"": ""IN_TRANSIT""}"
SHP-000477,ORD-000477,WH-AP-003,USA,USA,Cosco Shipping,Air Freight,DELIVERED,2026-08-24T23:27:20.247341,2026-09-01T23:27:20.247341,2026-09-01T23:27:20.247341,"{""shipment_id"": ""SHP-000477"", ""carrier"": ""Cosco Shipping"", ""status"": ""DELIVERED""}"
SHP-000478,ORD-000478,WH-EU-002,Australia,Australia,Maersk Ocean,Road Truckload,DELIVERED,2026-08-11T15:27:20.247341,2026-08-19T15:27:20.247341,2026-08-19T15:27:20.247341,"{""shipment_id"": ""SHP-000478"", ""carrier"": ""Maersk Ocean"", ""status"": ""DELIVERED""}"
SHP-000479,ORD-000479,WH-AP-003,Germany,Germany,FedEx Express Air,Rail Express,DELIVERED,2026-08-06T09:27:20.247341,2026-08-15T09:27:20.247341,2026-08-16T09:27:20.247341,"{""shipment_id"": ""SHP-000479"", ""carrier"": ""FedEx Express Air"", ""status"": ""DELIVERED""}"
SHP-000480,ORD-000480,WH-EU-002,USA,USA,Kuehne + Nagel,Road Truckload,DELIVERED,2026-08-19T05:27:20.247341,2026-08-22T05:27:20.247341,2026-08-22T05:27:20.247341,"{""shipment_id"": ""SHP-000480"", ""carrier"": ""Kuehne + Nagel"", ""status"": ""DELIVERED""}"
SHP-000481,ORD-000481,WH-AP-002,Taiwan,Taiwan,Kuehne + Nagel,Rail Express,DELIVERED,2026-08-25T18:27:20.247341,2026-09-04T18:27:20.247341,2026-09-05T06:27:20.247341,"{""shipment_id"": ""SHP-000481"", ""carrier"": ""Kuehne + Nagel"", ""status"": ""DELIVERED""}"
SHP-000482,ORD-000482,WH-SA-001,USA,USA,Kuehne + Nagel,Road Truckload,IN_TRANSIT,2026-08-30T05:27:20.247341,2026-09-08T05:27:20.247341,,"{""shipment_id"": ""SHP-000482"", ""carrier"": ""Kuehne + Nagel"", ""status"": ""IN_TRANSIT""}"
SHP-000483,ORD-000483,WH-SA-001,UK,UK,UPS Supply Chain,Rail Express,IN_TRANSIT,2026-07-26T20:27:20.247341,2026-08-05T20:27:20.247341,,"{""shipment_id"": ""SHP-000483"", ""carrier"": ""UPS Supply Chain"", ""status"": ""IN_TRANSIT""}"
SHP-000484,ORD-000484,WH-AU-001,Australia,Australia,Kuehne + Nagel,Rail Express,CUSTOMS_HOLD,2026-08-06T05:27:20.247341,2026-08-12T05:27:20.247341,,"{""shipment_id"": ""SHP-000484"", ""carrier"": ""Kuehne + Nagel"", ""status"": ""CUSTOMS_HOLD""}"
SHP-000485,ORD-000485,WH-AP-003,UK,UK,Cosco Shipping,Road Truckload,DELIVERED,2026-07-21T05:27:20.247341,2026-07-26T05:27:20.247341,2026-07-28T05:27:20.247341,"{""shipment_id"": ""SHP-000485"", ""carrier"": ""Cosco Shipping"", ""status"": ""DELIVERED""}"
SHP-000486,ORD-000486,WH-AP-001,Switzerland,Switzerland,Maersk Ocean,Sea Freight,DELIVERED,2026-08-05T06:27:20.247341,2026-08-10T06:27:20.247341,2026-08-10T06:27:20.247341,"{""shipment_id"": ""SHP-000486"", ""carrier"": ""Maersk Ocean"", ""status"": ""DELIVERED""}"
SHP-000487,ORD-000487,WH-AP-002,USA,USA,DHL Supply Chain,Sea Freight,IN_TRANSIT,2026-07-23T04:27:20.247341,2026-08-02T04:27:20.247341,,"{""shipment_id"": ""SHP-000487"", ""carrier"": ""DHL Supply Chain"", ""status"": ""IN_TRANSIT""}"
SHP-000488,ORD-000488,WH-AP-003,USA,USA,UPS Supply Chain,Rail Express,IN_TRANSIT,2026-07-28T05:27:20.247341,2026-08-04T05:27:20.247341,,"{""shipment_id"": ""SHP-000488"", ""carrier"": ""UPS Supply Chain"", ""status"": ""IN_TRANSIT""}"
SHP-000489,ORD-000489,WH-SA-001,Japan,Japan,Cosco Shipping,Air Freight,DELIVERED,2026-07-30T02:27:20.247341,2026-08-03T02:27:20.247341,2026-08-03T02:27:20.247341,"{""shipment_id"": ""SHP-000489"", ""carrier"": ""Cosco Shipping"", ""status"": ""DELIVERED""}"
SHP-000490,ORD-000490,WH-AP-002,UK,UK,DHL Supply Chain,Air Freight,DELIVERED,2026-08-23T06:27:20.247341,2026-08-31T06:27:20.247341,2026-09-02T06:27:20.247341,"{""shipment_id"": ""SHP-000490"", ""carrier"": ""DHL Supply Chain"", ""status"": ""DELIVERED""}"
SHP-000491,ORD-000491,WH-US-002,Switzerland,Switzerland,Maersk Ocean,Road Truckload,CUSTOMS_HOLD,2026-08-25T14:27:20.247341,2026-08-29T14:27:20.247341,,"{""shipment_id"": ""SHP-000491"", ""carrier"": ""Maersk Ocean"", ""status"": ""CUSTOMS_HOLD""}"
SHP-000492,ORD-000492,WH-AP-003,Japan,Japan,DB Schenker,Road Truckload,DELIVERED,2026-08-08T01:27:20.247341,2026-08-16T01:27:20.247341,2026-08-16T01:27:20.247341,"{""shipment_id"": ""SHP-000492"", ""carrier"": ""DB Schenker"", ""status"": ""DELIVERED""}"
SHP-000493,ORD-000493,WH-AP-002,Japan,Japan,Cosco Shipping,Road Truckload,DELIVERED,2026-08-10T04:27:20.247341,2026-08-13T04:27:20.247341,2026-08-13T04:27:20.247341,"{""shipment_id"": ""SHP-000493"", ""carrier"": ""Cosco Shipping"", ""status"": ""DELIVERED""}"
SHP-000494,ORD-000494,WH-EU-001,Australia,Australia,UPS Supply Chain,Road Truckload,IN_TRANSIT,2026-07-25T13:27:20.247341,2026-07-29T13:27:20.247341,,"{""shipment_id"": ""SHP-000494"", ""carrier"": ""UPS Supply Chain"", ""status"": ""IN_TRANSIT""}"
SHP-000495,ORD-000495,WH-SA-001,Germany,Germany,Maersk Ocean,Air Freight,DELIVERED,2026-08-04T20:27:20.247341,2026-08-10T20:27:20.247341,2026-08-10T20:27:20.247341,"{""shipment_id"": ""SHP-000495"", ""carrier"": ""Maersk Ocean"", ""status"": ""DELIVERED""}"
SHP-000496,ORD-000496,WH-US-002,USA,USA,DB Schenker,Air Freight,IN_TRANSIT,2026-07-19T07:27:20.247341,2026-07-24T07:27:20.247341,,"{""shipment_id"": ""SHP-000496"", ""carrier"": ""DB Schenker"", ""status"": ""IN_TRANSIT""}"
SHP-000497,ORD-000497,WH-AP-001,Japan,Japan,FedEx Express Air,Sea Freight,DELIVERED,2026-07-29T05:27:20.247341,2026-08-01T05:27:20.247341,2026-08-01T05:27:20.247341,"{""shipment_id"": ""SHP-000497"", ""carrier"": ""FedEx Express Air"", ""status"": ""DELIVERED""}"
SHP-000498,ORD-000498,WH-EU-001,UK,UK,DHL Supply Chain,Sea Freight,DELIVERED,2026-08-20T12:27:20.247341,2026-08-30T12:27:20.247341,2026-08-30T12:27:20.247341,"{""shipment_id"": ""SHP-000498"", ""carrier"": ""DHL Supply Chain"", ""status"": ""DELIVERED""}"
SHP-000499,ORD-000499,WH-EU-001,Japan,Japan,UPS Supply Chain,Rail Express,DELIVERED,2026-08-27T02:27:20.247341,2026-09-04T02:27:20.247341,2026-09-04T02:27:20.247341,"{""shipment_id"": ""SHP-000499"", ""carrier"": ""UPS Supply Chain"", ""status"": ""DELIVERED""}"
SHP-000500,ORD-000500,WH-AP-002,Taiwan,Taiwan,Cosco Shipping,Sea Freight,DELAYED,2026-09-01T09:27:20.247341,2026-09-09T09:27:20.247341,,"{""shipment_id"": ""SHP-000500"", ""carrier"": ""Cosco Shipping"", ""status"": ""DELAYED""}"
